-87643.86409142462, 2950243.063213458
-87650.952897967, 2950232.3764662086
-87625.47833493649, 2950013.873956761
-87623.78114476311, 2949999.317108657
-87610.71045591762, 2949881.660567196
-87604.10694312058, 2949808.1360264756
-87589.26134603162, 2949653.162587587
-87578.72091920734, 2949630.0950208995
-87539.89337583288, 2949542.7207931452
-87539.84064676447, 2949542.6024620687
-87516.96932116957, 2949491.135018989
-87385.32160366965, 2949176.222247538
-87237.23040800884, 2949256.408313032
-87144.17370528786, 2949312.888591493
-87036.6337379763, 2949402.589622388
-87009.20246924531, 2949434.4480979405
-86913.04514563887, 2949546.1268169773
-86912.38747527341, 2949546.9255706985
-86824.21916065228, 2949657.446186159
-86736.14407164653, 2949767.5450410545
-86720.92624791162, 2949786.7034732522
-86712.3906436962, 2949797.4492771546
-86705.45510277299, 2949806.1805271436
-86633.09400878024, 2949897.2798806815
-86467.89503029441, 2950104.2332287733
-86373.35008439863, 2950222.6783482847
-86311.47775005944, 2950299.4792818585
-86294.88251184936, 2950320.0792214996
-86287.23222406332, 2950329.5754918526
-86243.88527288985, 2950382.9150262056
-86106.95814190627, 2950279.438976627
-85815.43329536096, 2950062.074798355
-85802.70592878126, 2950062.84708454
-85835.42020657459, 2950304.9115320886
-85846.75985051865, 2950390.7767736567
-85862.6812407525, 2950503.6050573834
-85883.5193887401, 2950652.480411917
-85870.40021786735, 2950648.559840569
-85852.10472119019, 2950642.5612260434
-85724.0335926742, 2950600.880686713
-85556.60041735412, 2950545.949154302
